Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
CSRNP1		2	2	1066	0.2%	No
AACS		3	3	1066	0.3%	No
KCTD14		3	2	1066	0.2%	No
ZBTB10		8	8	1066	0.8%	No
DLK2		2	2	1066	0.2%	No
ZNF747		1	1	1066	<0.1%	No
PDCL2		7	7	1066	0.7%	No
IGKV3-11		1	1	1066	<0.1%	No
NLRP11		16	15	1066	1.4%	No
IGKV3-7		4	4	1066	0.4%	No
IGKV3-20		1	1	1066	<0.1%	No
CRNKL1		15	15	1066	1.4%	No
SAPCD2		2	1	1066	<0.1%	No
ZBTB7A		1	1	1066	<0.1%	Yes
FZR1		3	3	1066	0.3%	Yes
KLC4		4	4	1066	0.4%	No
KLRF1		1	1	1066	<0.1%	No
TAOK3		8	8	1066	0.8%	No
TRIM41		5	5	1066	0.5%	No
DDRGK1		2	2	1066	0.2%	No
FUNDC2		2	2	1066	0.2%	No
SPANXC		2	2	1066	0.2%	No
MRPS34		1	1	1066	<0.1%	No
IGKV2-28		1	1	1066	<0.1%	No
RASL11B		2	2	1066	0.2%	No
LRRC61		1	1	1066	<0.1%	No
ZNF699		2	2	1066	0.2%	No
IGKV2-24		2	2	1066	0.2%	No
TEX45		2	2	1066	0.2%	No
ZNF117		6	5	1066	0.5%	No
KRT76		2	2	1066	0.2%	No
GLB1L2		3	3	1066	0.3%	No
RHOT2		1	1	1066	<0.1%	No
ACVR1C		3	3	1066	0.3%	No
KBTBD12		3	3	1066	0.3%	No
PRSS35		5	5	1066	0.5%	No
DNTTIP1		5	3	1066	0.3%	No
DIRC1		1	1	1066	<0.1%	No
SBSN		3	3	1066	0.3%	No
PRICKLE2		6	6	1066	0.6%	No
C1ORF131		2	2	1066	0.2%	No
ZNF829		6	5	1066	0.5%	No
SLC22A12		4	4	1066	0.4%	No
HIPK1		5	5	1066	0.5%	No
BATF2		1	1	1066	<0.1%	No
LCA5		5	5	1066	0.5%	No
INTS6L		13	9	1066	0.8%	No
ZNF449		3	3	1066	0.3%	No
LYSMD3		6	6	1066	0.6%	No
C2ORF76		1	1	1066	<0.1%	No
MUC15		4	4	1066	0.4%	No
HSPB8		1	1	1066	<0.1%	No
FAM162A		3	3	1066	0.3%	No
GNL3		3	3	1066	0.3%	No
MYO3A		21	15	1066	1.4%	No
DUOX1		12	12	1066	1.1%	No
SGPP2		1	1	1066	<0.1%	No
CFAP206		4	4	1066	0.4%	No
VMA21		1	1	1066	<0.1%	No
PELO		2	2	1066	0.2%	No
SLCO1C1		12	12	1066	1.1%	No
RAB4B		3	3	1066	0.3%	No
RAB24		3	3	1066	0.3%	No
MRPL13		2	2	1066	0.2%	No
KLF15		8	7	1066	0.7%	No
HIPK2		10	9	1066	0.8%	No
OR5K1		3	3	1066	0.3%	No
OR5L2		6	6	1066	0.6%	No
ASTE1		4	4	1066	0.4%	No
FAM76B		3	3	1066	0.3%	No
COMMD5		2	2	1066	0.2%	No
TMEM31		3	3	1066	0.3%	No
GAPDHS		2	2	1066	0.2%	No
PIWIL4		5	5	1066	0.5%	No
OR7A17		5	5	1066	0.5%	No
MACROD1		2	2	1066	0.2%	No
SESN3		1	1	1066	<0.1%	Yes
RASGEF1B		2	2	1066	0.2%	No
PAGE2		4	4	1066	0.4%	No
CCDC125		3	3	1066	0.3%	No
CNBD1		6	6	1066	0.6%	No
OR5H1		10	7	1066	0.7%	No
SPATA31A1		2	2	1066	0.2%	No
ZDHHC20		3	3	1066	0.3%	No
PSMC6		3	3	1066	0.3%	No
PSMD1		10	10	1066	0.9%	No
PSMD2		4	3	1066	0.3%	No
PSMD3		6	6	1066	0.6%	No
PSMC1		1	1	1066	<0.1%	No
PSMC2		1	1	1066	<0.1%	No
PSMC3		5	4	1066	0.4%	No
PSMC4		7	7	1066	0.7%	No
PSMC5		5	5	1066	0.5%	No
ZNF605		1	1	1066	<0.1%	No
PSMD11		3	3	1066	0.3%	No
PSMD12		4	4	1066	0.4%	No
PSMD4		4	4	1066	0.4%	No
PSMD5		5	5	1066	0.5%	No
PSMD7		2	2	1066	0.2%	No
PSMD8		1	1	1066	<0.1%	No
PSMD9		1	1	1066	<0.1%	No
PTGDS		2	2	1066	0.2%	No
PTEN		64	58	1066	5.4%	Yes
PTGDR		3	3	1066	0.3%	No
PSME1		1	1	1066	<0.1%	No
MSRB3		2	2	1066	0.2%	No
PSME2		1	1	1066	<0.1%	No
PSPH		1	1	1066	<0.1%	No
PTBP1		7	7	1066	0.7%	No
TAS2R38		2	2	1066	0.2%	No
PTCH1		11	11	1066	1.0%	Yes
KHDC3L		3	3	1066	0.3%	No
PTGIS		9	8	1066	0.8%	No
LINC01554		1	1	1066	<0.1%	No
PTGER1		1	1	1066	<0.1%	No
PTGER2		6	6	1066	0.6%	No
PTGER3		3	3	1066	0.3%	No
PTGER4		2	2	1066	0.2%	No
PTGFR		2	2	1066	0.2%	No
PTGFRN		4	4	1066	0.4%	No
PTGS1		5	5	1066	0.5%	No
PTGS2		12	10	1066	0.9%	No
PTHLH		4	4	1066	0.4%	No
PTH1R		3	3	1066	0.3%	No
PTH2R		4	4	1066	0.4%	No
PTK2		11	11	1066	1.0%	No
MYO1B		5	5	1066	0.5%	No
PTMS		2	1	1066	<0.1%	No
HK3		5	5	1066	0.5%	No
PTK6		1	1	1066	<0.1%	Yes
PTK7		9	9	1066	0.8%	Yes
TWF1		3	3	1066	0.3%	No
PTMA		1	1	1066	<0.1%	No
PTPN1		3	3	1066	0.3%	Yes
MSI1		3	3	1066	0.3%	Yes
PTPN2		2	2	1066	0.2%	Yes
PTPN3		11	11	1066	1.0%	No
HLA-DOA		1	1	1066	<0.1%	No
MNX1		1	1	1066	<0.1%	Yes
HLA-DMB		2	2	1066	0.2%	No
HLA-C		2	2	1066	0.2%	Yes
HLA-B		2	2	1066	0.2%	Yes
ZBTB48		5	5	1066	0.5%	No
PTN		3	3	1066	0.3%	No
CITED1		3	3	1066	0.3%	No
MSH2		8	8	1066	0.8%	Yes
MSH3		8	7	1066	0.7%	Yes
QSOX1		8	8	1066	0.8%	No
MSH4		7	6	1066	0.6%	No
MSH5		11	11	1066	1.0%	No
PTPN9		4	4	1066	0.4%	No
CEP85		7	7	1066	0.7%	No
PTPN11		3	3	1066	0.3%	Yes
IFT22		1	1	1066	<0.1%	No
PTPN12		8	8	1066	0.8%	No
RMND5A		2	2	1066	0.2%	No
PTPN13		20	15	1066	1.4%	Yes
DDX31		9	8	1066	0.8%	No
PTPN14		12	10	1066	0.9%	No
IQCH		5	5	1066	0.5%	No
DEPTOR		3	3	1066	0.3%	No
VCX3A		2	2	1066	0.2%	No
HLA-DQA2		1	1	1066	<0.1%	No
HLA-DPA1		1	1	1066	<0.1%	No
PTPN4		7	6	1066	0.6%	No
PTPN7		5	5	1066	0.5%	No
PTPRE		9	9	1066	0.8%	No
PTPRF		14	13	1066	1.2%	No
PTPRG		17	15	1066	1.4%	No
PTPRH		10	10	1066	0.9%	No
PTPRJ		9	9	1066	0.8%	No
PTPRK		10	9	1066	0.8%	Yes
HLA-F		3	3	1066	0.3%	No
HLA-E		1	1	1066	<0.1%	No
HLF		6	6	1066	0.6%	Yes
SPOUT1		4	4	1066	0.4%	No
NOP16		3	3	1066	0.3%	No
RTCB		1	1	1066	<0.1%	No
CTDSPL2		3	2	1066	0.2%	No
HACD3		1	1	1066	<0.1%	No
PALM2AKAP2		12	10	1066	0.9%	No
NELFCD		9	8	1066	0.8%	No
PTPRA		8	8	1066	0.8%	No
PTPRB		19	18	1066	1.7%	Yes
PTPRC		10	9	1066	0.8%	Yes
PTPRD		29	27	1066	2.5%	Yes
HMBS		3	3	1066	0.3%	No
HLX		5	5	1066	0.5%	No
HLCS		4	4	1066	0.4%	No
MR1		8	8	1066	0.8%	No
HLA-G		3	3	1066	0.3%	No
PTPRM		10	10	1066	0.9%	No
PTPRN		5	5	1066	0.5%	No
PTPRN2		9	9	1066	0.8%	No
MSR1		2	2	1066	0.2%	No
MSRA		1	1	1066	<0.1%	No
MST1		1	1	1066	<0.1%	Yes
MST1R		9	6	1066	0.6%	Yes
MSX1		4	4	1066	0.4%	No
HMGCR		7	6	1066	0.6%	No
HMGN2		2	1	1066	<0.1%	No
HMGB3		3	3	1066	0.3%	No
HMGB2		3	3	1066	0.3%	No
HMGB1		1	1	1066	<0.1%	No
MSMB		1	1	1066	<0.1%	No
MSN		12	11	1066	1.0%	Yes
ITIH6		19	17	1066	1.6%	No
MT1G		2	2	1066	0.2%	No
NR4A1		4	4	1066	0.4%	No
HMOX2		2	2	1066	0.2%	No
HMOX1		1	1	1066	<0.1%	No
HMMR		5	5	1066	0.5%	No
HMGCS2		6	5	1066	0.5%	No
HMGCS1		8	7	1066	0.7%	No
MSX2		3	3	1066	0.3%	No
FOXA2		4	4	1066	0.4%	No
TMEM52B		1	1	1066	<0.1%	No
HNRNPA1		3	3	1066	0.3%	No
SLC29A2		1	1	1066	<0.1%	No
HNMT		3	2	1066	0.2%	No
ONECUT1		4	3	1066	0.3%	No
HNF4G		2	2	1066	0.2%	No
HNF4A		6	6	1066	0.6%	No
FOXA3		3	3	1066	0.3%	No
FOXA1		36	31	1066	2.9%	Yes
MT1M		2	2	1066	0.2%	No
CCDC38		9	5	1066	0.5%	No
HNRNPA2B1		11	10	1066	0.9%	Yes
ZNF81		5	5	1066	0.5%	No
HNRNPH3		7	7	1066	0.7%	No
HNRNPH2		6	6	1066	0.6%	No
HNRNPH1		2	2	1066	0.2%	No
ZNF783		3	3	1066	0.3%	No
HNRNPF		3	3	1066	0.3%	No
HNRNPD		2	2	1066	0.2%	No
HNRNPC		3	3	1066	0.3%	No
C10ORF90		5	5	1066	0.5%	No
EYS		26	24	1066	2.3%	No
HNRNPU		9	8	1066	0.8%	No
HNRNPL		5	5	1066	0.5%	No
HNRNPK		8	8	1066	0.8%	No
HOXA2		4	4	1066	0.4%	No
HOXA1		3	3	1066	0.3%	No
TLX2		2	2	1066	0.2%	No
NPIPA5		2	2	1066	0.2%	No
DCAF8L2		4	4	1066	0.4%	No
SPATA4		4	4	1066	0.4%	No
NUCKS1		3	3	1066	0.3%	No
PDIA2		2	2	1066	0.2%	No
DRAXIN		2	2	1066	0.2%	No
COPS7B		2	2	1066	0.2%	No
DEPDC4		6	6	1066	0.6%	No
C11ORF40		4	4	1066	0.4%	No
OR52I2		3	3	1066	0.3%	No
PPME1		3	3	1066	0.3%	No
OR51E1		4	4	1066	0.4%	No
NOL7		2	2	1066	0.2%	No
HEMK1		3	3	1066	0.3%	No
CPEB2		8	8	1066	0.8%	No
UNKL		2	2	1066	0.2%	No
ACTL6B		6	6	1066	0.6%	No
BIN2		2	2	1066	0.2%	No
EOLA2		4	4	1066	0.4%	No
ZDHHC19		2	2	1066	0.2%	No
CRYBG3		13	13	1066	1.2%	No
SVBP		3	3	1066	0.3%	No
AMOTL2		4	4	1066	0.4%	No
PRKAG2		4	4	1066	0.4%	No
ZNF107		4	4	1066	0.4%	No
POLK		3	3	1066	0.3%	No
SNX9		2	2	1066	0.2%	No
DDX41		6	5	1066	0.5%	Yes
C8ORF58		1	1	1066	<0.1%	No
EVC2		11	10	1066	0.9%	No
SMAP2		2	2	1066	0.2%	No
WDR13		5	5	1066	0.5%	No
ACBD3		5	5	1066	0.5%	No
METTL17		4	4	1066	0.4%	No
MFSD1		3	2	1066	0.2%	No
SPATA21		2	2	1066	0.2%	No
SUCO		17	14	1066	1.3%	No
ANAPC7		6	6	1066	0.6%	No
ANAPC5		9	9	1066	0.8%	No
SCARA3		3	3	1066	0.3%	No
MAGEC2		7	7	1066	0.7%	No
FAM8A1		2	2	1066	0.2%	No
LANCL3		4	4	1066	0.4%	No
MIGA1		4	4	1066	0.4%	No
SMURF2		7	6	1066	0.6%	No
CCDC136		12	11	1066	1.0%	No
RUSF1		2	2	1066	0.2%	No
SMYD3		13	12	1066	1.1%	Yes
MTARC1		5	5	1066	0.5%	No
ATPAF1		2	2	1066	0.2%	No
TNS3		13	11	1066	1.0%	No
YTHDF2		1	1	1066	<0.1%	No
HPCAL4		1	1	1066	<0.1%	No
VGLL1		2	2	1066	0.2%	No
RNF138		3	3	1066	0.3%	No
IP6K2		2	2	1066	0.2%	No
PCYOX1		5	5	1066	0.5%	No
FHIP2B		6	6	1066	0.6%	No
GAREM1		6	6	1066	0.6%	No
PARP12		5	5	1066	0.5%	No
CREB3L2		2	2	1066	0.2%	Yes
ZNF574		4	4	1066	0.4%	No
S100PBP		1	1	1066	<0.1%	No
IPPK		3	3	1066	0.3%	No
NEMP2		2	2	1066	0.2%	No
MEAF6		2	2	1066	0.2%	No
MROH7		1	1	1066	<0.1%	No
LCMT1		2	2	1066	0.2%	No
GULP1		1	1	1066	<0.1%	No
LRRK2		22	20	1066	1.9%	Yes
REV1		9	9	1066	0.8%	No
RHCG		3	3	1066	0.3%	No
CCDC14		10	10	1066	0.9%	No
PCED1A		2	2	1066	0.2%	No
ENGASE		3	3	1066	0.3%	No
RMND5B		2	2	1066	0.2%	No
CFAP68		1	1	1066	<0.1%	No
MTHFSD		3	2	1066	0.2%	No
FNDC3B		10	9	1066	0.8%	No
SFMBT1		13	13	1066	1.2%	No
FTSJ3		12	11	1066	1.0%	No
PLAAT5		1	1	1066	<0.1%	No
LACC1		2	2	1066	0.2%	No
UBE2J1		3	3	1066	0.3%	No
GALNT15		1	1	1066	<0.1%	No
SLC16A10		6	4	1066	0.4%	No
EVL		2	2	1066	0.2%	No
MICAL1		6	5	1066	0.5%	No
AEN		1	1	1066	<0.1%	No
CERK		3	3	1066	0.3%	No
CRTC3		3	3	1066	0.3%	Yes
RBM15		7	7	1066	0.7%	Yes
TBC1D15		8	8	1066	0.8%	No
GINS3		4	4	1066	0.4%	No
LMF1		2	2	1066	0.2%	No
EPS8L2		2	2	1066	0.2%	No
EXO5		1	1	1066	<0.1%	No
LIMA1		10	10	1066	0.9%	No
DCDC2		2	2	1066	0.2%	No
CABP2		1	1	1066	<0.1%	No
HSD17B7		3	3	1066	0.3%	No
ISYNA1		3	3	1066	0.3%	No
ANKFY1		7	7	1066	0.7%	No
PPP5D1P		1	1	1066	<0.1%	No
PPP1R21		7	7	1066	0.7%	No
FAM151B		2	2	1066	0.2%	No
SLC44A5		7	7	1066	0.7%	No
GAPT		3	3	1066	0.3%	No
PLEK2		3	3	1066	0.3%	No
CIB3		1	1	1066	<0.1%	No
DEFB118		1	1	1066	<0.1%	No
OR8G1		3	3	1066	0.3%	No
OR8B8		2	2	1066	0.2%	No
OR10A3		4	4	1066	0.4%	No
TAGAP		4	2	1066	0.2%	No
OR10D3		1	1	1066	<0.1%	No
IP6K3		7	7	1066	0.7%	No
DCBLD2		6	6	1066	0.6%	No
SEZ6L2		9	9	1066	0.8%	No
CMYA5		38	27	1066	2.5%	No
PPP1R14B		2	2	1066	0.2%	No
NUPR1		1	1	1066	<0.1%	No
OR10J1		9	8	1066	0.8%	No
LRRC15		5	5	1066	0.5%	No
FAM43A		1	1	1066	<0.1%	No
XRRA1		11	10	1066	0.9%	No
RNF217		3	3	1066	0.3%	No
NKAIN2		4	4	1066	0.4%	No
PTPN18		3	3	1066	0.3%	No
LHX6		2	2	1066	0.2%	No
EPOP		1	1	1066	<0.1%	No
TRABD2A		9	9	1066	0.8%	No
ZNF800		8	7	1066	0.7%	No
PTX3		2	2	1066	0.2%	No
PTPRO		9	8	1066	0.8%	Yes
PTPRR		3	3	1066	0.3%	No
PLEKHH2		14	13	1066	1.2%	No
PATE3		1	1	1066	<0.1%	No
PTPRS		7	6	1066	0.6%	Yes
PTPRZ1		14	13	1066	1.2%	No
ZNF92		2	2	1066	0.2%	No
PVALB		2	2	1066	0.2%	No
PVR		3	3	1066	0.3%	No
NECTIN1		3	3	1066	0.3%	No
NUDT10		2	2	1066	0.2%	No
NECTIN2		5	5	1066	0.5%	No
ADAMTS15		3	3	1066	0.3%	No
RAD1		1	1	1066	<0.1%	No
ZNF746		3	3	1066	0.3%	No
KCNH8		12	10	1066	0.9%	No
PURB		1	1	1066	<0.1%	No
TMEM252		1	1	1066	<0.1%	No
C9ORF72		3	3	1066	0.3%	No
PXMP2		1	1	1066	<0.1%	No
PEX2		2	2	1066	0.2%	No
PXN		1	1	1066	<0.1%	No
PSORS1C1		1	1	1066	<0.1%	No
PVT1		1	1	1066	<0.1%	No
PWP2		6	6	1066	0.6%	No
PEX19		4	4	1066	0.4%	No
ABCD3		6	6	1066	0.6%	No
ABCD4		1	1	1066	<0.1%	No
ZNF425		11	10	1066	0.9%	No
GALNTL5		10	10	1066	0.9%	No
ZNG1C		1	1	1066	<0.1%	No
CCDC171		13	11	1066	1.0%	No
MPP7		7	7	1066	0.7%	No
MTAP		2	2	1066	0.2%	Yes
NAIF1		5	5	1066	0.5%	No
PEX5		1	1	1066	<0.1%	No
PYCR1		1	1	1066	<0.1%	No
ALDH18A1		8	8	1066	0.8%	No
MT2A		2	2	1066	0.2%	No
PCYT2		3	3	1066	0.3%	No
PYGB		9	9	1066	0.8%	No
PYGL		4	4	1066	0.4%	No
PYGM		10	10	1066	0.9%	No
MTF1		7	6	1066	0.6%	No
ANTXRL		1	1	1066	<0.1%	No
ADAMTS16		11	11	1066	1.0%	No
MTCP1		1	1	1066	<0.1%	Yes
ADAMTS18		8	8	1066	0.8%	No
ADAMTS17		13	13	1066	1.2%	No
QDPR		1	1	1066	<0.1%	No
RAB1A		2	2	1066	0.2%	No
RAB2A		1	1	1066	<0.1%	No
ADGRD2		5	5	1066	0.5%	No
HOXA3		4	3	1066	0.3%	Yes
ETFRF1		2	2	1066	0.2%	No
FAM219A		3	3	1066	0.3%	No
SLC25A30		2	2	1066	0.2%	No
NUDT1		3	3	1066	0.3%	No
MTHFD1		9	8	1066	0.8%	No
VPS13B		32	29	1066	2.7%	No
CCDC107		1	1	1066	<0.1%	No
MTHFR		5	4	1066	0.4%	No
PZP		12	11	1066	1.0%	No
MTIF2		10	9	1066	0.8%	No
QARS1		8	6	1066	0.6%	No
RAB6A		8	5	1066	0.5%	No
TMEM213		1	1	1066	<0.1%	No
MAP4K2		1	1	1066	<0.1%	No
RAB13		4	4	1066	0.4%	No
MYO1F		9	9	1066	0.8%	No
RAB27A		2	2	1066	0.2%	No
HPCA		1	1	1066	<0.1%	No
HOXA11		2	2	1066	0.2%	Yes
HOXA10		1	1	1066	<0.1%	No
HOXA9		1	1	1066	<0.1%	Yes
HOXA7		3	3	1066	0.3%	No
HOXA6		3	3	1066	0.3%	No
HOXA5		3	3	1066	0.3%	No
HOXA4		3	3	1066	0.3%	No
RGL2		2	2	1066	0.2%	No
RAB3A		2	2	1066	0.2%	No
MTM1		14	12	1066	1.1%	No
RAB3B		1	1	1066	<0.1%	No
RAB3IL1		1	1	1066	<0.1%	No
RAB4A		1	1	1066	<0.1%	No
HOXA13		1	1	1066	<0.1%	Yes
ERICH1		2	2	1066	0.2%	No
NAP1L5		2	2	1066	0.2%	No
GIMAP8		12	12	1066	1.1%	No
MTRR		5	5	1066	0.5%	No
RAD9A		4	4	1066	0.4%	No
RAD17		5	5	1066	0.5%	Yes
HOXC5		1	1	1066	<0.1%	No
HOXC4		2	2	1066	0.2%	No
HOXB9		2	2	1066	0.2%	No
HOXB8		1	1	1066	<0.1%	No
HOXB7		2	2	1066	0.2%	No
HOXB6		2	2	1066	0.2%	No
HOXB5		2	2	1066	0.2%	No
HOXB4		2	1	1066	<0.1%	No
ANKS6		7	7	1066	0.7%	No
HOXB3		4	4	1066	0.4%	No
HOXB2		6	6	1066	0.6%	No
RAB27B		1	1	1066	<0.1%	No
MTNR1B		2	2	1066	0.2%	No
RABGGTA		2	2	1066	0.2%	No
NAALADL2		14	13	1066	1.2%	No
RABGGTB		3	3	1066	0.3%	No
RABIF		1	1	1066	<0.1%	No
MTTP		9	9	1066	0.8%	No
RAB5C		2	2	1066	0.2%	No
MTR		10	8	1066	0.8%	No
RAC1		1	1	1066	<0.1%	Yes
RAD51B		3	3	1066	0.3%	Yes
MOK		1	1	1066	<0.1%	No
RAD51D		2	2	1066	0.2%	Yes
RAD52		1	1	1066	<0.1%	Yes
RAF1		7	7	1066	0.7%	Yes
HOXD4		1	1	1066	<0.1%	No
HOXD3		2	2	1066	0.2%	No
HOXD1		1	1	1066	<0.1%	No
SLC10A5		4	4	1066	0.4%	No
HOXC13		2	2	1066	0.2%	Yes
HOXC12		2	1	1066	<0.1%	No
HOXC10		2	2	1066	0.2%	No
HOXC9		1	1	1066	<0.1%	No
HOXC6		3	3	1066	0.3%	No
RAD21		7	7	1066	0.7%	Yes
RAD23A		2	2	1066	0.2%	No
RAD23B		6	4	1066	0.4%	No
RAD51		2	2	1066	0.2%	Yes
RAD51C		9	6	1066	0.6%	Yes
TDRP		1	1	1066	<0.1%	No
SHISAL2A		2	2	1066	0.2%	No
HPD		8	8	1066	0.8%	No
HPCAL1		3	3	1066	0.3%	No
HOXD13		3	3	1066	0.3%	Yes
ZDHHC23		2	1	1066	<0.1%	No
HOXD11		1	1	1066	<0.1%	Yes
HOXD10		1	1	1066	<0.1%	No
HOXD8		1	1	1066	<0.1%	No
RAG1		4	4	1066	0.4%	No
RAG2		5	5	1066	0.5%	No
RALA		2	2	1066	0.2%	No
RALB		3	3	1066	0.3%	No
CADM2		5	5	1066	0.5%	No
VCX		6	6	1066	0.6%	No
MUC1		4	4	1066	0.4%	Yes
TBL2		5	4	1066	0.4%	No
MUC2		15	14	1066	1.3%	No
MUC3A		5	5	1066	0.5%	No
MUC4		48	46	1066	4.3%	No
MUC5AC		1	1	1066	<0.1%	No
HPRT1		2	1	1066	<0.1%	No
HPR		2	2	1066	0.2%	No
HPN		2	2	1066	0.2%	No
HPGD		1	1	1066	<0.1%	No
TRIM37		6	6	1066	0.6%	No
MUSK		9	9	1066	0.8%	No
MMUT		6	5	1066	0.5%	No
MUTYH		5	5	1066	0.5%	Yes
HRAS		5	5	1066	0.5%	Yes
HPX		4	4	1066	0.4%	No
TMEM256		1	1	1066	<0.1%	No
HPS1		6	6	1066	0.6%	No
MUC6		21	12	1066	1.1%	No
MUC7		8	7	1066	0.7%	No
PRMT1		1	1	1066	<0.1%	No
PRMT2		4	4	1066	0.4%	No
HRH2		4	4	1066	0.4%	No
HRG		9	8	1066	0.8%	No
HRC		8	7	1066	0.7%	No
HRH1		4	4	1066	0.4%	No
AGFG2		8	8	1066	0.8%	No
AGFG1		3	3	1066	0.3%	No
MVK		2	2	1066	0.2%	No
MX1		7	7	1066	0.7%	No
OR2T6		3	3	1066	0.3%	No
HES1		4	1	1066	<0.1%	No
RTN4RL2		1	1	1066	<0.1%	No
HSD3B2		6	6	1066	0.6%	No
HSD3B1		2	2	1066	0.2%	Yes
HSBP1		1	1	1066	<0.1%	No
ZNF530		5	4	1066	0.4%	No
HSD11B1		5	5	1066	0.5%	No
HSF4		2	2	1066	0.2%	No
HSF1		5	5	1066	0.5%	No
HSD17B4		8	8	1066	0.8%	No
HSD17B2		4	4	1066	0.4%	No
HSD17B3		1	1	1066	<0.1%	No
TMEM244		1	1	1066	<0.1%	No
FNDC4		1	1	1066	<0.1%	No
KLC2		4	4	1066	0.4%	No
LARS1		8	7	1066	0.7%	No
CXXC5		1	1	1066	<0.1%	No
OSER1		3	3	1066	0.3%	No
GSKIP		2	2	1066	0.2%	No
ANAPC11		1	1	1066	<0.1%	No
CT45A6		2	2	1066	0.2%	No
GNPNAT1		2	2	1066	0.2%	No
PORCN		4	4	1066	0.4%	No
ISL2		1	1	1066	<0.1%	No
BSPH1		4	2	1066	0.2%	No
MARCHF7		6	6	1066	0.6%	No
SPATA20		4	4	1066	0.4%	No
SLC13A3		7	6	1066	0.6%	No
YTHDC2		4	4	1066	0.4%	No
FBXL17		3	3	1066	0.3%	No
TRMO		3	2	1066	0.2%	No
ZC3HC1		4	4	1066	0.4%	No
PHF7		2	2	1066	0.2%	No
PPHLN1		6	6	1066	0.6%	No
VTA1		1	1	1066	<0.1%	No
KIF18B		2	2	1066	0.2%	No
ZCCHC17		1	1	1066	<0.1%	No
ETNPPL		5	5	1066	0.5%	No
TUT1		5	5	1066	0.5%	No
OR10G3		3	3	1066	0.3%	No
USP46		2	2	1066	0.2%	No
OR10H3		2	2	1066	0.2%	No
AIDA		2	2	1066	0.2%	No
VWA1		1	1	1066	<0.1%	No
OR10G2		3	3	1066	0.3%	No
NIBAN2		6	6	1066	0.6%	No
DCLRE1B		3	3	1066	0.3%	No
PLEKHG2		9	7	1066	0.7%	No
OR10H1		4	4	1066	0.4%	No
OR10H2		7	6	1066	0.6%	No
C1QTNF9B		2	2	1066	0.2%	No
SCLY		2	2	1066	0.2%	No
VPS54		7	7	1066	0.7%	No
SIRT6		4	4	1066	0.4%	No
SHISA2		1	1	1066	<0.1%	No
SIRT7		3	3	1066	0.3%	No
ARMCX5		6	6	1066	0.6%	No
METTL4		2	2	1066	0.2%	No
RFX7		5	5	1066	0.5%	No
CDCP1		8	7	1066	0.7%	No
ITGB1BP2		3	3	1066	0.3%	No
RUNDC1		3	3	1066	0.3%	No
CINP		2	2	1066	0.2%	No
RAB14		2	2	1066	0.2%	No
PEX5L		8	8	1066	0.8%	No
ACKR4		3	3	1066	0.3%	No
LGSN		3	3	1066	0.3%	No
NT5DC3		6	6	1066	0.6%	No
CHIC2		3	3	1066	0.3%	Yes
INTS6		12	11	1066	1.0%	Yes
TIMM13		1	1	1066	<0.1%	No
RAB6B		1	1	1066	<0.1%	No
MBIP		1	1	1066	<0.1%	No
IL23A		3	3	1066	0.3%	No
HDAC7		1	1	1066	<0.1%	Yes
ARMCX3		1	1	1066	<0.1%	No
TDP2		3	3	1066	0.3%	No
OR12D2		2	2	1066	0.2%	No
PCDH20		2	2	1066	0.2%	No
TIMM8B		1	1	1066	<0.1%	No
TRIM49D1		1	1	1066	<0.1%	No
LATS2		6	4	1066	0.4%	Yes
AGO1		10	10	1066	0.9%	Yes
TEX9		4	4	1066	0.4%	No
TSPAN16		4	4	1066	0.4%	No
IL36RN		1	1	1066	<0.1%	No
DAZAP1		5	5	1066	0.5%	Yes
NHLRC3		1	1	1066	<0.1%	No
CYRIB		8	8	1066	0.8%	No
JDP2		2	2	1066	0.2%	No
GDE1		2	2	1066	0.2%	No
TIMM9		1	1	1066	<0.1%	No
ESF1		15	13	1066	1.2%	No
LARP7		9	8	1066	0.8%	No
SERP2		1	1	1066	<0.1%	Yes
PAPOLG		5	5	1066	0.5%	No
C12ORF43		2	2	1066	0.2%	No
PCNX3		11	10	1066	0.9%	No
AZIN1		3	3	1066	0.3%	No
MED15		5	4	1066	0.4%	No
PCF11		11	10	1066	0.9%	No
PIAS4		6	6	1066	0.6%	No
NOXRED1		1	1	1066	<0.1%	No
HEYL		3	3	1066	0.3%	No
CNNM1		2	2	1066	0.2%	No
MYOF		13	12	1066	1.1%	No
NARF		4	4	1066	0.4%	No
CNNM4		4	4	1066	0.4%	No
SLC17A5		6	6	1066	0.6%	No
CNNM3		2	2	1066	0.2%	No
SRRT		7	7	1066	0.7%	No
ANO4		15	12	1066	1.1%	No
TRIM33		7	7	1066	0.7%	Yes
NBAS		19	18	1066	1.7%	No
LSR		10	10	1066	0.9%	No
KCTD4		1	1	1066	<0.1%	No
KCTD8		3	3	1066	0.3%	No
SMIM43		2	2	1066	0.2%	No
LRATD2		1	1	1066	<0.1%	No
PATE4		2	2	1066	0.2%	No
OLFML2A		6	5	1066	0.5%	No
NBPF10		7	7	1066	0.7%	No
ZNF710		9	8	1066	0.8%	No
KIF7		4	4	1066	0.4%	No
HDDC3		1	1	1066	<0.1%	No
SNX19		4	4	1066	0.4%	No
SPPL3		7	6	1066	0.6%	No
ZBTB41		9	9	1066	0.8%	No
